index	label	sentence	POS	numOfMetaphor
a1p-fragment03 62	0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 1	He conceded that there would be disputes with colleagues, but said: There are no quick fixes, and I will not be indulging in any quick fix.	PRON VERB ADP ADV VERB VERB NOUN ADP NOUN CCONJ VERB ADV VERB DET ADJ NOUN CCONJ PRON VERB ADV VERB VERB ADP DET ADJ NOUN	6
c8t-fragment01 123	1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	In contrast to his sisters, Anthony was over-clad, a bundle of leggings, jumper and a padded jacket topped with a woollen helmet with a bobble pulled well down over his forehead, beneath which he surveyed their busyness, unsmiling, like a stout imperious Caesar.	ADP NOUN ADP ADJ NOUN PROPN VERB VERB DET NOUN ADP NOUN NOUN CCONJ DET ADJ NOUN VERB ADP DET ADJ NOUN ADP DET NOUN VERB ADV ADV ADP ADJ NOUN ADP ADJ PRON VERB ADJ NOUN VERB ADP DET ADJ ADJ PROPN	7
fet-fragment01 178	0 0 1 0 0 0 0 0 0 0 0 0	He wrote to Theo," I hope you are not a" Van Gogh".	PRON VERB ADP PROPN PRON VERB PRON VERB ADV DET PROPN PROPN	1
cdb-fragment04 888	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	When Lewis said to come back with him and eat there Adam had got a kick on the ankle from Anne and another kick when he hadn't replied.	ADV PROPN VERB PART VERB ADV ADP PRON CCONJ VERB ADV PROPN VERB VERB DET NOUN ADP DET NOUN ADP PROPN CCONJ DET NOUN ADV PRON VERB VERB	1
c8t-fragment01 89	1 0 1 0 0 0 0 0 0 0 1 0 0 0	On an impulse he reversed the Jaguar and drove quickly back to Martyr's Cottage.	ADP DET NOUN PRON VERB DET PROPN CCONJ VERB ADV ADV ADP PROPN NOUN	3
kcv-fragment42 4504	0 0 0 0 0 0 0 0	We went to Floyds I think we went	PRON VERB ADP PROPN PRON VERB PRON VERB	0
a38-fragment01 3	1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0	FROM this month, all new cars submitted for British type approval, the test which allows them to be legally sold in the UK, must be able to run on lead-free petrol.	ADP DET NOUN DET ADJ NOUN VERB ADP ADJ NOUN NOUN DET NOUN ADJ VERB PRON PART VERB ADV VERB ADP DET PROPN VERB VERB ADJ PART VERB ADP ADJ NOUN	7
fef-fragment03 708	0 0 0 1 0 0 1 0 0 1 0 1 0 0 1	Why is it then that we have no difficulties in practice in observing magnetic fields?	ADV VERB PRON ADV ADP PRON VERB DET NOUN ADP NOUN ADP VERB ADJ NOUN	5
b1g-fragment02 1288	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	Jones et al.( 1989) have examined the distribution of some 8500 landslides in the UK.	PROPN PROPN PUNCT NUM VERB VERB DET NOUN ADP DET NUM NOUN ADP DET PROPN	0
amm-fragment02 1726	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	Although much of the fine detail can be seen most of the tissue of the leaf is destroyed.	ADP ADJ ADP DET ADJ NOUN VERB VERB VERB ADJ ADP DET NOUN ADP DET NOUN VERB VERB	0
a1e-fragment01 12	0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0	We have made a bid of nearly ̴�700m for a company with a book value of ̴�200m we've acknowledged there is some extra worth there, but I can not see the sort of value they are talking about in property.	PRON VERB VERB DET NOUN ADP ADV NOUN ADP DET NOUN ADP DET NOUN NOUN ADP NOUN PRON VERB ADV VERB DET ADJ NOUN ADV CCONJ PRON VERB ADV VERB DET NOUN ADP NOUN PRON VERB VERB ADP ADP NOUN	6
a3e-fragment03 55	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 1	It may be clipped classical, random cottage, modern high-tech, or some intensely personal vision of Byzantium, that no one has ever imagined before, but which exists in your head and wants to get out.	PRON VERB VERB VERB ADJ ADJ NOUN ADJ NOUN CCONJ DET ADV ADJ NOUN ADP PROPN ADP DET NOUN VERB ADV VERB ADV CCONJ ADJ VERB ADP ADJ NOUN CCONJ VERB PART VERB PART	6
kcu-fragment02 2161	1 0 0 0 0 0	by the time we've walked round	ADP DET NOUN PRON VERB ADV	1
fet-fragment01 147	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0	The picture was signed" Madeleine Bernard", and Alexander told Frederica that Gauguin had flirted seriously with that young woman, had characterised her, as was fashionable at the time, as having the desirable, unattainable androgynous perfection, complete sensuality combined with unattainable self-sufficiency.	DET NOUN VERB VERB PROPN PROPN CCONJ PROPN VERB PROPN ADP PROPN VERB VERB ADV ADP DET ADJ NOUN VERB VERB PRON ADP VERB ADJ ADP DET NOUN ADP VERB DET ADJ ADJ ADJ NOUN ADJ NOUN VERB ADP ADJ NOUN	6
b1g-fragment02 1358	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	Other spatially referenced data incorporated into the system include those on the distribution of schools, medical and transport services which can be displayed and supplementary information about them obtained.	ADJ ADV VERB NOUN VERB ADP DET NOUN VERB DET ADP DET NOUN ADP NOUN ADJ CCONJ NOUN NOUN ADJ VERB VERB VERB CCONJ ADJ NOUN ADP PRON VERB	0
clp-fragment01 814	1 0 0 1 1 0 0 0 1 0 0 0 0 0	Size provides a cushion to the vicissitudes of markets but it creates other problems.	PROPN VERB DET NOUN ADP DET NOUN ADP NOUN CCONJ PRON VERB ADJ NOUN	4
a3c-fragment05 246	1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0	These are sensuous pleasures at their most enjoyable when we ritualise them, but how do we feel when we desire them?	DET VERB ADJ NOUN ADP ADJ ADV ADJ ADV PRON VERB PRON CCONJ ADV VERB PRON VERB ADV PRON VERB PRON	4
a1f-fragment07 155	0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 1 1 0 1 0	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid up the wages of that age group to entice young people away from education and into unskilled or semi-skilled jobs.	DET ADV VERB NOUN ADP NOUN VERB ADV VERB NOUN PART VERB PART DET NOUN ADP DET NOUN NOUN PART VERB ADJ NOUN ADV ADP NOUN CCONJ ADP ADJ CCONJ ADJ NOUN	9
c8t-fragment01 115	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0	She reminded him of pictures of the young Elizabeth Tudor, the same red-gold hair framing a curiously adult face both secretive and self-composed, the same sharp nose and wary eyes.	PRON VERB PRON ADP NOUN ADP DET ADJ PROPN PROPN DET ADJ NOUN NOUN VERB DET ADV NOUN NOUN DET ADJ CCONJ VERB DET ADJ ADJ NOUN CCONJ ADJ NOUN	5
as6-fragment01 9	0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0	Meanwhile bad housing, bad sanitation, lack of education, and other perennial ills associated with overcrowding and poverty have been routinely denounced by political leaders and social reformers.	ADV ADJ NOUN ADJ NOUN NOUN ADP NOUN CCONJ ADJ ADJ NOUN VERB ADP ADJ CCONJ NOUN VERB VERB ADV VERB ADP ADJ NOUN CCONJ ADJ NOUN	2
kbd-fragment07 2266	0 0 0 0 0 0	Mind you, I thought oh yeah.	VERB PRON PRON VERB INTJ INTJ	0
